date,gross_daily_return,transaction_cost,daily_return,growth_of_1,drawdown,strategy
2021-09-10,-0.004508243191017823,0.0,-0.004508243191017823,1.1610777206886616,-0.025147046021775532,Base equity risk parity
2021-09-13,0.002540191337011336,0.0,0.002540191337011336,1.1640270802563517,-0.0226707329932202,Base equity risk parity
2021-09-14,-0.00794591643508492,0.0,-0.00794591643508492,1.154777818348459,-0.03043650967841882,Base equity risk parity
2021-09-15,0.0055597968301662375,0.0,0.0055597968301662375,1.161198148402459,-0.025045933658284003,Base equity risk parity
2021-09-16,-0.004775422632365015,0.0,-0.004775422632365015,1.1556529364839176,-0.02970175137220843,Base equity risk parity
2021-09-17,-0.010958723606096878,0.0,-0.010958723606096878,1.1429884553684162,-0.040334981694400196,Base equity risk parity
2021-09-20,-0.013964732081900747,0.0,-0.013964732081900747,1.1270269278164906,-0.05373644656341037,Base equity risk parity
2021-09-21,-0.0022789189828705293,0.0,-0.0022789189828705293,1.1244585247564833,-0.05589290453813556,Base equity risk parity
2021-09-22,0.005412286364033084,0.0,0.005412286364033084,1.1305444162969436,-0.05078312657918049,Base equity risk parity
2021-09-23,0.007706564631255952,0.0,0.007706564631255952,1.1392570299096416,-0.04346792539508415,Base equity risk parity
2021-09-24,-0.0032078126217477353,0.0,-0.0032078126217477353,1.1356025068296827,-0.046536301057108265,Base equity risk parity
2021-09-27,-0.0010516789544787906,0.0,-0.0010516789544787906,1.1344082175725965,-0.047539038763146024,Base equity risk parity
2021-09-28,-0.010217939535812643,0.0,-0.010217939535812643,1.1228169029965107,-0.05727122727528622,Base equity risk parity
2021-09-29,0.005602613156806928,0.0,0.005602613156806928,1.1291076117499241,-0.05198948264991832,Base equity risk parity
2021-09-30,-0.009557454877002903,0.0,-0.009557454877002903,1.1183162166993437,-0.061050050392415955,Base equity risk parity
2021-10-01,0.010320539746818647,1.5521120547564494e-05,0.010305018626271083,1.1298404861424913,-0.051374153672573586,Base equity risk parity
2021-10-04,-0.0018965324922046115,0.0,-0.0018965324922046115,1.127697706949514,-0.053173253413078436,Base equity risk parity
2021-10-05,0.003976416273341882,0.0,0.003976416273341882,1.1321819024628383,-0.04940827612991494,Base equity risk parity
2021-10-06,0.002785325620766401,0.0,0.002785325620766401,1.1353353977231362,-0.046760568646531,Base equity risk parity
2021-10-07,0.0070890164674503155,0.0,0.0070890164674503155,1.1433838090536748,-0.04000303862024335,Base equity risk parity
2021-10-08,-0.0026141294655720065,0.0,-0.0026141294655720065,1.1403948557479695,-0.04251259496384574,Base equity risk parity
2021-10-11,-0.008698724749544352,0.0,-0.008698724749544352,1.1304748747920215,-0.05084151435141093,Base equity risk parity
2021-10-12,0.000441810881905817,0.0,0.000441810881905817,1.1309743308934257,-0.0504221658037981,Base equity risk parity
2021-10-13,0.003788249321486169,0.0,0.003788249321486169,1.135258743635051,-0.04682492821770601,Base equity risk parity
2021-10-14,0.01239359006614791,0.0,0.01239359006614791,1.149328675122674,-0.03501166711676518,Base equity risk parity
2021-10-15,0.00260822247316562,0.0,0.00260822247316562,1.1523263800021826,-0.03249476286059649,Base equity risk parity
2021-10-18,-0.0009047352374602557,0.0,-0.0009047352374602557,1.1512838297211396,-0.0333700989410638,Base equity risk parity
2021-10-19,0.010554262346432194,0.0,0.010554262346432194,1.1634347812952215,-0.023168033373382135,Base equity risk parity
2021-10-20,0.009809859129068444,0.0,0.009809859129068444,1.1748479126055862,-0.0135854493880041,Base equity risk parity
2021-10-21,0.003375294755350411,0.0,0.003375294755350411,1.1788133706033384,-0.010256009528721965,Base equity risk parity
2021-10-22,0.001690772360140709,0.0,0.001690772360140709,1.1808064756681187,-0.008582577746017894,Base equity risk parity
2021-10-25,0.004705290290093734,0.0,0.004705290290093734,1.1863625129125597,-0.003917670975656429,Base equity risk parity
2021-10-26,0.005000445125560887,0.0,0.005000445125560887,1.1922948535574016,0.0,Base equity risk parity
2021-10-27,-0.013234423554505069,0.0,-0.013234423554505069,1.1765155184635663,-0.013234423554505104,Base equity risk parity
2021-10-28,0.008746281707179148,0.0,0.008746281707179148,1.1868056546209165,-0.004603893843965867,Base equity risk parity
2021-10-29,-0.00273265095044184,0.0,-0.00273265095044184,1.183562529020827,-0.007323963959519286,Base equity risk parity
2021-11-01,0.005561906439042536,1.70360731915835e-05,0.005544870365850952,1.190125229814126,-0.0018197040243880247,Base equity risk parity
2021-11-02,0.004871664860552807,0.0,0.004871664860552807,1.195923121075869,0.0,Base equity risk parity
2021-11-03,0.004719215178924956,0.0,0.004719215178924956,1.2015669396216777,0.0,Base equity risk parity
2021-11-04,0.003925145146499725,0.0,0.003925145146499725,1.2062832642629282,0.0,Base equity risk parity
2021-11-05,0.00018195331282141775,0.0,0.00018195331282141775,1.2065027514990618,0.0,Base equity risk parity
2021-11-08,0.0019052959022376782,0.0,0.0019052959022376782,1.2088014962475315,0.0,Base equity risk parity
2021-11-09,0.00031652459928821003,0.0,0.00031652459928821003,1.2091841116567503,0.0,Base equity risk parity
2021-11-10,-0.004120579031711884,0.0,-0.004120579031711884,1.2042015729607782,-0.004120579031712035,Base equity risk parity
2021-11-11,0.0007995075207319902,0.0,0.0007995075207319902,1.2051643411748376,-0.003324365944905705,Base equity risk parity
2021-11-12,0.0023363880330043905,0.0,0.0023363880330043905,1.207980072719362,-0.0009957449207124158,Base equity risk parity
2021-11-15,-0.0016567497621653123,0.0,-0.0016567497621653123,1.2059787520211835,-0.002650844982717282,Base equity risk parity
2021-11-16,-0.0006335162424227798,0.0,-0.0006335162424227798,1.2052147448937613,-0.003282681871787374,Base equity risk parity
2021-11-17,-0.004474397835414555,0.0,-0.004474397835414555,1.199822134647999,-0.007742391682540539,Base equity risk parity
2021-11-18,-0.0015186639879720292,0.0,-0.0015186639879720292,1.1980000079801372,-0.00924929757908366,Base equity risk parity
2021-11-19,-0.005596175902998761,0.0,-0.005596175902998761,1.1912957892036864,-0.014793712785850621,Base equity risk parity
2021-11-22,-0.000454961479370913,0.0,-0.000454961479370913,1.190753795509062,-0.015241943695767146,Base equity risk parity
2021-11-23,0.0058566238109161554,0.0,0.0058566238109161554,1.197727592540779,-0.009474586215224234,Base equity risk parity
2021-11-24,0.0017127088683698047,0.0,0.0017127088683698047,1.199778951210415,-0.007778104554689413,Base equity risk parity
2021-11-26,-0.018444905928150554,0.0,-0.018444905928150554,1.1776491413207637,-0.026079544076029304,Base equity risk parity
2021-11-29,0.007647100668004493,0.0,0.007647100668004493,1.1866547428560328,-0.018631876306949846,Base equity risk parity
2021-11-30,-0.022307358714063367,0.0,-0.022307358714063367,1.1601836098373985,-0.04052360707271807,Base equity risk parity
2021-12-01,-0.011897761203807686,2.433599214511862e-05,-0.011922097195952804,1.1463517880757657,-0.05196257788641934,Base equity risk parity
2021-12-02,0.0195013356900218,0.0,0.0195013356900218,1.1687071791138879,-0.033474581871079545,Base equity risk parity
2021-12-03,0.0016702907318074758,0.0,0.0016702907318074758,1.1706592598833587,-0.031860203423122346,Base equity risk parity
2021-12-06,0.01319055305286444,0.0,0.01319055305286444,1.1861009029576772,-0.019089904073785635,Base equity risk parity
2021-12-07,0.011635571005906634,0.0,0.011635571005906634,1.1999018642342112,-0.0076764550022255795,Base equity risk parity
2021-12-08,3.6914162251617936e-05,0.0,3.6914162251617936e-05,1.1999461576063135,-0.007639824209879409,Base equity risk parity
2021-12-09,-0.005673982378723885,0.0,-0.005673982378723885,1.193137684252638,-0.013270458360659765,Base equity risk parity
2021-12-10,0.0059642377151637605,0.0,0.0059642377151637605,1.200253841028441,-0.007385368813748072,Base equity risk parity
2021-12-13,-0.0009060101148826774,0.0,-0.0009060101148826774,1.1991663989080423,-0.008284687709783412,Base equity risk parity
2021-12-14,-0.0025336778794248374,0.0,-0.0025336778794248374,1.1961280975293795,-0.010797374859219944,Base equity risk parity
2021-12-15,0.00998443517253895,0.0,0.00998443517253895,1.2080707609772139,-0.0009207453759965123,Base equity risk parity
2021-12-16,0.006386128926996037,0.0,0.006386128926996037,1.2157856566097485,0.0,Base equity risk parity
