date,gross_daily_return,transaction_cost,daily_return,growth_of_1,drawdown,strategy
2021-01-04,-0.01194148637027798,0.0,-0.01194148637027798,0.988058513629722,-0.011941486370278032,Base equity risk parity
2021-01-05,0.008956741993827263,0.0,0.008956741993827263,0.9969082988111078,-0.0030917011888922374,Base equity risk parity
2021-01-06,0.010787138717691713,0.0,0.010787138717691713,1.0076620869192012,0.0,Base equity risk parity
2021-01-07,0.008823033349125192,0.0,0.008823033349125192,1.0165527231167386,0.0,Base equity risk parity
2021-01-08,0.002589962785480404,0.0,0.002589962785480404,1.0191855568390897,0.0,Base equity risk parity
2021-01-11,-0.0008098232053932377,0.0,-0.0008098232053932377,1.01836019672456,-0.0008098232053931342,Base equity risk parity
2021-01-12,0.0003144751481504265,0.0,0.0003144751481504265,1.0186804456982954,-0.0004956027265151652,Base equity risk parity
2021-01-13,-8.125047356593771e-05,0.0,-8.125047356593771e-05,1.0185976774296701,-0.0005768129321248594,Base equity risk parity
2021-01-14,0.0026376409331846156,0.0,0.0026376409331846156,1.0212843723581053,0.0,Base equity risk parity
2021-01-15,-0.008565570501913231,0.0,-0.008565570501913231,1.0125364890641697,-0.008565570501913311,Base equity risk parity
2021-01-19,0.00740722933952885,0.0,0.00740722933952885,1.0200365790533095,-0.0012217883075159586,Base equity risk parity
2021-01-20,0.00964387157802281,0.0,0.00964387157802281,1.0298736808265851,0.0,Base equity risk parity
2021-01-21,-0.006811447536537729,0.0,-0.006811447536537729,1.0228587502803739,-0.006811447536537729,Base equity risk parity
2021-01-22,-0.00279855703122861,0.0,-0.00279855703122861,1.0199962217328231,-0.00959094234336999,Base equity risk parity
2021-01-25,0.0030031192461763253,0.0,0.0030031192461763253,1.023059392017336,-0.0066166258407340806,Base equity risk parity
2021-01-26,-0.004164228463659043,0.0,-0.004164228463659043,1.0187991389770839,-0.010753301162733653,Base equity risk parity
2021-01-27,-0.02528182063320942,0.0,-0.02528182063320942,0.9930420418841971,-0.03576325876473185,Base equity risk parity
2021-01-28,0.009131420713183392,0.0,0.009131420713183392,1.0021099265545204,-0.026958407413403718,Base equity risk parity
2021-01-29,-0.012474626878995901,0.0,-0.012474626878995901,0.9896089791290147,-0.03909673821866544,Base equity risk parity
2021-02-01,0.007721604039266198,1.2134491178573855e-05,0.007709469548087624,0.997238339418124,-0.03168868378330414,Base equity risk parity
2021-02-02,0.015519375030534296,0.0,0.015519375030534296,1.012714855202381,-0.01666109732062704,Base equity risk parity
2021-02-03,-0.0017471724194257888,0.0,-0.0017471724194257888,1.0109454677386287,-0.018379159930336786,Base equity risk parity
2021-02-04,0.0074102846946099005,0.0,0.0074102846946099005,1.0184368614652974,-0.011105070043258558,Base equity risk parity
2021-02-05,0.007767287536548563,0.0,0.007767287536548563,1.0263473534061185,-0.0034240387788494475,Base equity risk parity
2021-02-08,0.010246488173179462,0.0,0.010246488173179462,1.0368638094243683,0.0,Base equity risk parity
2021-02-09,-0.002886156128962171,0.0,-0.002886156128962171,1.0338712585858991,-0.0028861561289621473,Base equity risk parity
2021-02-10,0.000287948870814646,0.0,0.000287948870814646,1.0341689606473767,-0.002599038323545688,Base equity risk parity
2021-02-11,-0.0013020920051098304,0.0,-0.0013020920051098304,1.032822377511785,-0.003897746141633518,Base equity risk parity
2021-02-12,0.003980720752582163,0.0,0.003980720752582163,1.0369337549836775,0.0,Base equity risk parity
2021-02-16,-0.002257143325609516,0.0,-0.002257143325609516,1.0345932468795167,-0.0022571433256096674,Base equity risk parity
2021-02-17,0.0026177182467490632,0.0,0.0026177182467490632,1.0373015204998366,0.0,Base equity risk parity
2021-02-18,-0.00497666782121434,0.0,-0.00497666782121434,1.0321392154018685,-0.004976667821214198,Base equity risk parity
2021-02-19,-0.0013694848070518427,0.0,-0.0013694848070518427,1.0307257164276133,-0.006339337157295066,Base equity risk parity
2021-02-22,0.0009573377427290788,0.0,0.0009573377427290788,1.0317124690583508,-0.005388068301290683,Base equity risk parity
2021-02-23,-0.0003869160558621844,0.0,-0.0003869160558621844,1.031313282939039,-0.005772899627016881,Base equity risk parity
2021-02-24,0.010870043310503417,0.0,0.010870043310503417,1.0425237029912837,0.0,Base equity risk parity
2021-02-25,-0.016775178019238196,0.0,-0.016775178019238196,1.0250351822843295,-0.016775178019238224,Base equity risk parity
2021-02-26,-0.013643512928094143,0.0,-0.013643512928094143,1.011050101523082,-0.030189818589155815,Base equity risk parity
2021-03-01,0.018045574486907547,2.156938599609088e-05,0.018024005100911455,1.029273273710211,-0.01270995493249083,Base equity risk parity
2021-03-02,-0.0016409689517775407,0.0,-0.0016409689517775407,1.0275842682251581,-0.01433006724284569,Base equity risk parity
2021-03-03,-0.00957992265554053,0.0,-0.00957992265554053,1.017740090413511,-0.023772708962551015,Base equity risk parity
2021-03-04,-0.00799488734205684,0.0,-0.00799488734205684,1.00960337304716,-0.03157753617463688,Base equity risk parity
2021-03-05,0.017280287766810457,0.0,0.017280287766810457,1.0270496098637576,-0.014842917319890847,Base equity risk parity
2021-03-08,0.0009064751850923873,0.0,0.0009064751850923873,1.027980604848958,-0.013949896871023326,Base equity risk parity
2021-03-09,0.007365661658986038,0.0,0.007365661658986038,1.0355523621762752,-0.006686985432566961,Base equity risk parity
2021-03-10,0.00853599465711824,0.0,0.00853599465711824,1.044391831606978,0.0,Base equity risk parity
2021-03-11,0.00423240625112263,0.0,0.00423240625112263,1.0488121221236928,0.0,Base equity risk parity
2021-03-12,0.006416227012077327,0.0,0.006416227012077327,1.0555415387922569,0.0,Base equity risk parity
2021-03-15,0.007478935056969203,0.0,0.007478935056969203,1.0634358654108176,0.0,Base equity risk parity
2021-03-16,0.002019611515691556,0.0,0.002019611515691556,1.0655835927308008,0.0,Base equity risk parity
2021-03-17,0.00025607385160090145,0.0,0.00025607385160090145,1.065856460825594,0.0,Base equity risk parity
2021-03-18,-0.011489739575837935,0.0,-0.011489739575837935,1.0536100476654835,-0.011489739575838098,Base equity risk parity
2021-03-19,-0.0042126850654014445,0.0,-0.0042126850654014445,1.0491715203529262,-0.015654021986923117,Base equity risk parity
2021-03-22,0.006642404584117955,0.0,0.006642404584117955,1.0561405420692445,-0.00911559775021098,Base equity risk parity
2021-03-23,-0.005990169104054343,0.0,-0.005990169104054343,1.049814081624602,-0.015051162882257052,Base equity risk parity
2021-03-24,-0.004314163166239093,0.0,-0.004314163166239093,1.045285012382258,-0.01930039287598051,Base equity risk parity
2021-03-25,0.006077619727234168,0.0,0.006077619727234168,1.0516378571940945,-0.013340073597232771,Base equity risk parity
2021-03-26,0.019403650771191272,0.0,0.019403650771191272,1.0720434709128526,0.0,Base equity risk parity
2021-03-29,0.0034672903289658047,0.0,0.0034672903289658047,1.0757605568717796,0.0,Base equity risk parity
2021-03-30,-0.005207621901909534,0.0,-0.005207621901909534,1.0701584026346038,-0.005207621901909487,Base equity risk parity
2021-03-31,-0.0005415404525271566,0.0,-0.0005415404525271566,1.0695788685689653,-0.0057463422165152656,Base equity risk parity
2021-04-01,0.011151012354543615,2.9254298293921947e-05,0.011121758056249693,1.0814744659672666,0.0,Base equity risk parity
2021-04-05,0.008099208314986294,0.0,0.008099208314986294,1.090233552954474,0.0,Base equity risk parity
2021-04-06,0.0005107841023940622,0.0,0.0005107841023940622,1.0907904269212199,0.0,Base equity risk parity
2021-04-07,-0.0012289421617398277,0.0,-0.0012289421617398277,1.0894499085759541,-0.0012289421617398544,Base equity risk parity
2021-04-08,-0.001021096115006833,0.0,-0.001021096115006833,1.0883374755068127,-0.002248783408679733,Base equity risk parity
2021-04-09,0.002691374845633728,0.0,0.002691374845633728,1.0912665996119522,0.0,Base equity risk parity
2021-04-12,5.922773921035094e-05,0.0,5.922773921035094e-05,1.091331232865523,0.0,Base equity risk parity
2021-04-13,0.0029282458821619757,0.0,0.0029282458821619757,1.0945269190542362,0.0,Base equity risk parity
2021-04-14,9.669185870327286e-05,0.0,9.669185870327286e-05,1.0946327508964404,0.0,Base equity risk parity
2021-04-15,0.01132249167083379,0.0,0.01132249167083379,1.1070267211010874,0.0,Base equity risk parity
2021-04-16,0.0032209998477782777,0.0,0.0032209998477782777,1.1105924540012406,0.0,Base equity risk parity
2021-04-19,-0.0037966484342346696,0.0,-0.0037966484342346696,1.106375924899684,-0.003796648434234551,Base equity risk parity
2021-04-20,-0.0038303306743122482,0.0,-0.0038303306743122482,1.1021381392572203,-0.007612436689589552,Base equity risk parity
2021-04-21,0.008045789759740261,0.0,0.008045789759740261,1.1110057110118754,0.0,Base equity risk parity
2021-04-22,-0.007697259037959455,0.0,-0.007697259037959455,1.1024540122615647,-0.007697259037959481,Base equity risk parity
2021-04-23,0.0068452880023630504,0.0,0.0068452880023630504,1.1100006274848557,-0.000904660990540096,Base equity risk parity
2021-04-26,-0.001015316870778326,0.0,-0.001015316870778326,1.108873625121196,-0.0019190593437522496,Base equity risk parity
2021-04-27,-0.00028021614800356336,0.0,-0.00028021614800356336,1.1085629008253417,-0.002198737740338741,Base equity risk parity
2021-04-28,-0.0014634521754601118,0.0,-0.0014634521754601118,1.1069405720364944,-0.003658972168269492,Base equity risk parity
2021-04-29,0.008168800812057134,0.0,0.008168800812057134,1.115982949080245,0.0,Base equity risk parity
2021-04-30,-0.00471068210933137,0.0,-0.00471068210933137,1.110725908167694,-0.004710682109331343,Base equity risk parity
2021-05-03,0.006391297674053088,2.2310222546137902e-05,0.00636898745150695,1.1178001075388775,0.0,Base equity risk parity
2021-05-04,-0.0035406145033294706,0.0,-0.0035406145033294706,1.113842408266302,-0.003540614503329431,Base equity risk parity
2021-05-05,0.00343507402039961,0.0,0.00343507402039961,1.117668539385757,-0.00011770275582645429,Base equity risk parity
2021-05-06,0.008076559707598853,0.0,0.008076559707598853,1.126695456077411,0.0,Base equity risk parity
2021-05-07,0.007657783329035068,0.0,0.007657783329035068,1.13532344575786,0.0,Base equity risk parity
2021-05-10,-0.0019818565822696324,0.0,-0.0019818565822696324,1.1330733975138798,-0.00198185658226957,Base equity risk parity
2021-05-11,-0.00747209096917271,0.0,-0.00747209096917271,1.1246069700129067,-0.009439138938771574,Base equity risk parity
2021-05-12,-0.016276629542562343,0.0,-0.016276629542562343,1.1063021589810231,-0.025562131113626707,Base equity risk parity
2021-05-13,0.010341907546174842,0.0,0.010341907546174842,1.1177434336273384,-0.015484584764112297,Base equity risk parity
2021-05-14,0.010701739057113361,0.0,0.010701739057113361,1.1297052321868202,-0.004948557692552091,Base equity risk parity
2021-05-17,0.0016833273877288617,0.0,0.0016833273877288617,1.1316068959442207,-0.003273560347517024,Base equity risk parity
2021-05-18,-0.006416863956237848,0.0,-0.006416863956237848,1.124345528441006,-0.009669418312352351,Base equity risk parity
2021-05-19,-0.003415111390868155,0.0,-0.003415111390868155,1.1205057632195554,-0.013051507562598985,Base equity risk parity
2021-05-20,0.009519578799257453,0.0,0.009519578799257453,1.1311725061275462,-0.003656173618032721,Base equity risk parity
2021-05-21,0.0006725210344135559,0.0,0.0006725210344135559,1.1319332434314673,-0.002986111437282668,Base equity risk parity
2021-05-24,0.004455232822566393,0.0,0.004455232822566393,1.1369762695705572,0.0,Base equity risk parity
2021-05-25,-0.005140668317458579,0.0,-0.005140668317458579,1.1311314516838735,-0.00514066831745863,Base equity risk parity
2021-05-26,0.002506970045241362,0.0,0.002506970045241362,1.1339671643504754,-0.002646585773701693,Base equity risk parity
2021-05-27,-5.597361579819983e-05,0.0,-5.597361579819983e-05,1.1339036921080903,-0.0027024112505245057,Base equity risk parity
2021-05-28,0.0031537793157690713,0.0,0.0031537793157690713,1.137479774118335,0.0,Base equity risk parity
2021-06-01,0.0008822003365011765,1.8560535253603323e-05,0.0008636398012475732,1.1384621469243776,0.0,Base equity risk parity
2021-06-02,0.0030697525563504824,0.0,0.0030697525563504824,1.141956944010207,0.0,Base equity risk parity
2021-06-03,0.0019266903734833389,0.0,0.0019266903734833389,1.144157141461164,0.0,Base equity risk parity
2021-06-04,0.006728101081140355,0.0,0.006728101081140355,1.1518551463616233,0.0,Base equity risk parity
2021-06-07,-0.0015083642031917667,0.0,-0.0015083642031917667,1.1501177292915892,-0.001508364203191781,Base equity risk parity
2021-06-08,-0.003818581911882482,0.0,-0.003818581911882482,1.145725910533981,-0.00532118630281142,Base equity risk parity
2021-06-09,-0.0002709732197262438,0.0,-0.0002709732197262438,1.14541544949508,-0.005590717623552344,Base equity risk parity
2021-06-10,0.0054969346496805405,0.0,0.0054969346496805405,1.1517117233676888,-0.0001245147832933391,Base equity risk parity
2021-06-11,-0.00040536980019724585,0.0,-0.00040536980019724585,1.1512448542165024,-0.000529834108957794,Base equity risk parity
2021-06-14,-5.956355767722905e-05,0.0,-5.956355767722905e-05,1.1511762819772275,-0.0005893661078305579,Base equity risk parity
2021-06-15,-0.003184928188332015,0.0,-0.003184928188332015,1.147509868187019,-0.003772417207432488,Base equity risk parity
2021-06-16,-0.00925152241557372,0.0,-0.00925152241557372,1.1368936549193949,-0.012989039020650739,Base equity risk parity
2021-06-17,-0.004346926145135687,0.0,-0.004346926145135687,1.1319516621665868,-0.01727950277246737,Base equity risk parity
2021-06-18,-0.013900950994483845,0.0,-0.013900950994483845,1.1162164575826845,-0.030940252245702182,Base equity risk parity
2021-06-21,0.014305556576294681,0.0,0.014305556576294681,1.1321845552680248,-0.01707731319839334,Base equity risk parity
2021-06-22,0.0006246990605234834,0.0,0.0006246990605234834,1.1328918298960398,-0.01646328231938121,Base equity risk parity
2021-06-23,-0.004953780146300794,0.0,-0.004953780146300794,1.1272797328411943,-0.021335506984585417,Base equity risk parity
2021-06-24,0.006321944822477398,0.0,0.006321944822477398,1.1344063331117133,-0.015148444060024135,Base equity risk parity
2021-06-25,0.008172528351541322,0.0,0.008172528351541322,1.1436773010312369,-0.00709971679704513,Base equity risk parity
2021-06-28,0.0010722141779438668,0.0,0.0010722141779438668,1.144903568048395,-0.006035115036110539,Base equity risk parity
2021-06-29,-0.0009049918295182197,0.0,-0.0009049918295182197,1.143867439673725,-0.006934645135830864,Base equity risk parity
2021-06-30,0.003494999392457951,0.0,0.003494999392457951,1.1478652556804372,-0.003463882323909484,Base equity risk parity
2021-07-01,0.00552602411606189,2.247140861357329e-05,0.005503552707448317,1.154182592616123,0.0,Base equity risk parity
2021-07-02,0.004415481114754047,0.0,0.004415481114754047,1.1592788640567975,0.0,Base equity risk parity
2021-07-06,-0.005126910705699107,0.0,-0.005126910705699107,1.153335344837774,-0.00512691070569915,Base equity risk parity
2021-07-07,0.001633728863824902,0.0,0.001633728863824902,1.1552195820803048,-0.0035015578238764,Base equity risk parity
2021-07-08,-0.006400728197331871,0.0,-0.006400728197331871,1.1478253355271735,-0.009879873501310477,Base equity risk parity
2021-07-09,0.009742391642670567,0.0,0.009742391642670567,1.159007899483259,-0.0002337354556695148,Base equity risk parity
2021-07-12,0.0039456627340762945,0.0,0.0039456627340762945,1.1635809537607504,0.0,Base equity risk parity
2021-07-13,-0.003803040835797864,0.0,-0.003803040835797864,1.1591558078778417,-0.003803040835797855,Base equity risk parity
2021-07-14,0.0012642768818794542,0.0,0.0012642768818794542,1.1606213017682379,-0.00254357205052802,Base equity risk parity
2021-07-15,0.00048537150530137324,0.0,0.00048537150530137324,1.1611846342765622,-0.0020594351226215224,Base equity risk parity
2021-07-16,-0.005238104109721241,0.0,-0.005238104109721241,1.155102228271613,-0.007286751696763183,Base equity risk parity
2021-07-19,-0.014656079754518037,0.0,-0.014656079754518037,1.1381729578894428,-0.021836036237261935,Base equity risk parity
2021-07-20,0.008770102283380774,0.0,0.008770102283380774,1.1481548511463113,-0.013257438225145579,Base equity risk parity
2021-07-21,0.004989985983641474,0.0,0.004989985983641474,1.1538841277605814,-0.008333606672426552,Base equity risk parity
2021-07-22,-0.0007340336404210543,0.0,-0.0007340336404210543,1.1530371379936573,-0.009061523165204033,Base equity risk parity
2021-07-23,0.007172514159896995,0.0,0.007172514159896995,1.161307313192804,-0.0019540029085195476,Base equity risk parity
2021-07-26,0.0031076855587520704,0.0,0.0031076855587520704,1.1649162911592863,0.0,Base equity risk parity
2021-07-27,-0.00030226051132061535,0.0,-0.00030226051132061535,1.1645641829654747,-0.0003022605113206511,Base equity risk parity
2021-07-28,0.0006281261508635272,0.0,0.0006281261508635272,1.1652956761831543,0.0,Base equity risk parity
2021-07-29,0.004362022495311606,0.0,0.004362022495311606,1.1703787221363546,0.0,Base equity risk parity
2021-07-30,-0.004192578379485492,0.0,-0.004192578379485492,1.165471817610116,-0.00419257837948539,Base equity risk parity
2021-08-02,-0.0016521061851303546,9.771025466887762e-06,-0.0016618772105972423,1.1635349465568363,-0.005847488039620208,Base equity risk parity
2021-08-03,0.004856159963544795,0.0,0.004856159963544795,1.169185258380491,-0.0010197244133807182,Base equity risk parity
2021-08-04,-0.007094705545922796,0.0,-0.007094705545922796,1.1608902332436477,-0.008107195314852489,Base equity risk parity
2021-08-05,0.004370159001102885,0.0,0.004370159001102885,1.16596350814575,-0.0037724660463284154,Base equity risk parity
2021-08-06,0.001342852113851691,0.0,0.001342852113851691,1.1675292247073374,-0.002434679796481487,Base equity risk parity
2021-08-09,-0.0016142048878316384,0.0,-0.0016142048878316384,1.1656445933261286,-0.0040449546122853786,Base equity risk parity
2021-08-10,0.004336722572822933,0.0,0.004336722572822933,1.1706996705458952,0.0,Base equity risk parity
2021-08-11,0.007404128998751143,0.0,0.007404128998751143,1.1793676819254126,0.0,Base equity risk parity
2021-08-12,0.0024900158637808853,0.0,0.0024900158637808853,1.1823043261626374,0.0,Base equity risk parity
2021-08-13,0.0026040686000341428,0.0,0.0026040686000341428,1.185383127734082,0.0,Base equity risk parity
2021-08-16,0.0017255869353941392,0.0,0.0017255869353941392,1.1874286093727364,0.0,Base equity risk parity
2021-08-17,-0.0025423235554323876,0.0,-0.0025423235554323876,1.1844097816487338,-0.0025423235554323798,Base equity risk parity
2021-08-18,-0.0119890595718356,0.0,-0.0119890595718356,1.1702098222190822,-0.014500903058711101,Base equity risk parity
2021-08-19,-0.0013378608138541579,0.0,-0.0013378608138541579,1.1686442443539482,-0.015819363682597398,Base equity risk parity
2021-08-20,0.005594952258206752,0.0,0.005594952258206752,1.1751827531079369,-0.010312920008949789,Base equity risk parity
2021-08-23,0.005314879026141589,0.0,0.005314879026141589,1.1814287072743137,-0.005052852905061966,Base equity risk parity
2021-08-24,-0.0008289411329992461,0.0,-0.0008289411329992461,1.180449372423148,-0.005877605520449136,Base equity risk parity
2021-08-25,-0.000902307962228718,0.0,-0.000902307962228718,1.1793842435554027,-0.006774610072417864,Base equity risk parity
2021-08-26,-0.005813502086658303,0.0,-0.005813502086658303,1.1725278907945214,-0.012548727949283967,Base equity risk parity
2021-08-27,0.007840424023706738,0.0,0.007840424023706738,1.1817210066379729,-0.004806691273657848,Base equity risk parity
2021-08-30,0.001254552815884207,0.0,0.001254552815884207,1.1832035380544401,-0.003558168705846021,Base equity risk parity
2021-08-31,0.0006247138693122251,0.0,0.0006247138693122251,1.183942701714882,-0.0029356776738737045,Base equity risk parity
2021-09-01,0.00023634042800952315,9.493008592787987e-06,0.00022684741941673517,1.1842112760615033,-0.002709496205361428,Base equity risk parity
2021-09-02,0.00575682317214616,0.0,0.00575682317214616,1.191028570976251,0.0,Base equity risk parity
2021-09-03,-0.0026037558042393684,0.0,-0.0026037558042393684,1.1879274234215567,-0.002603755804239327,Base equity risk parity
2021-09-07,-0.011255900448131587,0.0,-0.011255900448131587,1.1745562306039181,-0.013830348636247214,Base equity risk parity
2021-09-08,0.0010114561993592379,0.0,0.0010114561993592379,1.1757442427848586,-0.012832881228755255,Base equity risk parity
2021-09-09,-0.008002077421422641,0.0,-0.008002077421422641,1.166335846326302,-0.02073226894104563,Base equity risk parity
