rebalance_date,ticker,weight,estimation_start,estimation_end,solver_success,solver_message,asset_class,fund_id,fund_name,family,method
2021-11-01,ETC-USD,0.08467506640629788,2020-11-01,2021-10-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-12-01,ETC-USD,0.08399587696778993,2020-12-01,2021-11-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-01-01,ETC-USD,0.08352450536224217,2021-01-01,2021-12-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-02-01,ETC-USD,0.08054410555502282,2021-02-01,2022-01-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-03-01,ETC-USD,0.08267681081341034,2021-03-01,2022-02-28,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-04-01,ETC-USD,0.08187983466457646,2021-04-01,2022-03-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-05-01,ETC-USD,0.0800083600463754,2021-05-01,2022-04-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-06-01,ETC-USD,0.08795440981517615,2021-06-01,2022-05-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-07-01,ETC-USD,0.08985453839051746,2021-07-01,2022-06-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-08-01,ETC-USD,0.08221004313808596,2021-08-01,2022-07-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-09-01,ETC-USD,0.0806069065847415,2021-09-01,2022-08-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-10-01,ETC-USD,0.07826152609154406,2021-10-01,2022-09-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-11-01,ETC-USD,0.07674896590911215,2021-11-01,2022-10-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2022-12-01,ETC-USD,0.07561807838607146,2021-12-01,2022-11-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-01-01,ETC-USD,0.07383654575132372,2022-01-01,2022-12-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-02-01,ETC-USD,0.07235409551786699,2022-02-01,2023-01-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-03-01,ETC-USD,0.07114768504416182,2022-03-01,2023-02-28,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-04-01,ETC-USD,0.0728489577157187,2022-04-01,2023-03-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-05-01,ETC-USD,0.07341483792920687,2022-05-01,2023-04-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-06-01,ETC-USD,0.06954418407813887,2022-06-01,2023-05-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-07-01,ETC-USD,0.0673780735612698,2022-07-01,2023-06-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-08-01,ETC-USD,0.08011982503421274,2022-08-01,2023-07-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-09-01,ETC-USD,0.08178336587635994,2022-09-01,2023-08-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-10-01,ETC-USD,0.08389942629344246,2022-10-01,2023-09-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-11-01,ETC-USD,0.08576689418057751,2022-11-01,2023-10-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2023-12-01,ETC-USD,0.08706931776633342,2022-12-01,2023-11-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-01-01,ETH-USD,0.09987584980180167,2020-01-02,2020-12-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-02-01,ETH-USD,0.09673700611335431,2020-02-02,2021-01-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-03-01,ETH-USD,0.09981577688221308,2020-03-01,2021-02-28,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-04-01,ETH-USD,0.10276961587883686,2020-04-01,2021-03-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-05-01,ETH-USD,0.11127749229269,2020-05-01,2021-04-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-06-01,ETH-USD,0.11373727265442765,2020-06-01,2021-05-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-07-01,ETH-USD,0.11409701240189986,2020-07-01,2021-06-30,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
2021-08-01,ETH-USD,0.11315872831868291,2020-08-01,2021-07-31,True,Optimization terminated successfully,Crypto,crypto_risk_parity,Crypto Risk Parity,Crypto,Risk Parity
