rebalance_date,ticker,weight,estimation_start,estimation_end,solver_success,solver_message,asset_class,fund_id,fund_name,family,method
2023-12-01,TTWO,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,UPS,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,UPS,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,UPS,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,UPS,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,UPS,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,UPS,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,UPS,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,UPS,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-09-01,UPS,0.02,2020-09-01,2021-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-10-01,UPS,0.02,2020-10-01,2021-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-11-01,UPS,0.02,2020-10-30,2021-10-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-12-01,UPS,0.02,2020-12-01,2021-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-01-03,UPS,0.02,2021-01-04,2021-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-02-01,UPS,0.02,2021-02-02,2022-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-03-01,UPS,0.02,2021-03-02,2022-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-04-01,UPS,0.02,2021-04-05,2022-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-05-02,UPS,0.02,2021-05-03,2022-04-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-06-01,UPS,0.02,2021-06-02,2022-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-07-01,UPS,0.02,2021-07-01,2022-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-08-01,UPS,0.02,2021-07-30,2022-07-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-09-01,UPS,0.02,2021-09-01,2022-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-10-03,UPS,0.02,2021-10-01,2022-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-11-01,UPS,0.02,2021-11-01,2022-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-12-01,UPS,0.02,2021-12-01,2022-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-01-03,UPS,0.02,2021-12-31,2022-12-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-02-01,UPS,0.02,2022-01-31,2023-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-03-01,UPS,0.02,2022-02-28,2023-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-04-03,UPS,0.02,2022-03-31,2023-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-05-01,UPS,0.02,2022-04-28,2023-04-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-06-01,UPS,0.02,2022-05-31,2023-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-07-03,UPS,0.02,2022-06-30,2023-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-08-01,UPS,0.02,2022-07-29,2023-07-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-09-01,UPS,0.02,2022-08-31,2023-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-10-02,UPS,0.02,2022-09-29,2023-09-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-11-01,UPS,0.02,2022-10-31,2023-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-12-01,UPS,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,USB,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,USB,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,USB,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,USB,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,USB,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,USB,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,USB,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,USB,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-09-01,USB,0.02,2020-09-01,2021-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-10-01,USB,0.02,2020-10-01,2021-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-11-01,USB,0.02,2020-10-30,2021-10-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-12-01,USB,0.02,2020-12-01,2021-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-01-03,USB,0.02,2021-01-04,2021-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-02-01,USB,0.02,2021-02-02,2022-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-03-01,USB,0.02,2021-03-02,2022-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-04-01,USB,0.02,2021-04-05,2022-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-05-02,USB,0.02,2021-05-03,2022-04-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-06-01,USB,0.02,2021-06-02,2022-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-07-01,USB,0.02,2021-07-01,2022-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-08-01,USB,0.02,2021-07-30,2022-07-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-09-01,USB,0.02,2021-09-01,2022-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-10-03,USB,0.02,2021-10-01,2022-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-11-01,USB,0.02,2021-11-01,2022-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-12-01,USB,0.02,2021-12-01,2022-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-01-03,USB,0.02,2021-12-31,2022-12-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-02-01,USB,0.02,2022-01-31,2023-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-03-01,USB,0.02,2022-02-28,2023-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-04-03,USB,0.02,2022-03-31,2023-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-05-01,USB,0.02,2022-04-28,2023-04-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-06-01,USB,0.02,2022-05-31,2023-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-07-03,USB,0.02,2022-06-30,2023-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-08-01,USB,0.02,2022-07-29,2023-07-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-09-01,USB,0.02,2022-08-31,2023-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-10-02,USB,0.02,2022-09-29,2023-09-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-11-01,USB,0.02,2022-10-31,2023-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-12-01,USB,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,V,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,V,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,V,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,V,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,V,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,V,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,V,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,V,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-09-01,V,0.02,2020-09-01,2021-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-10-01,V,0.02,2020-10-01,2021-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-11-01,V,0.02,2020-10-30,2021-10-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-12-01,V,0.02,2020-12-01,2021-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-01-03,V,0.02,2021-01-04,2021-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-02-01,V,0.02,2021-02-02,2022-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-03-01,V,0.02,2021-03-02,2022-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-04-01,V,0.02,2021-04-05,2022-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-05-02,V,0.02,2021-05-03,2022-04-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-06-01,V,0.02,2021-06-02,2022-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-07-01,V,0.02,2021-07-01,2022-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-08-01,V,0.02,2021-07-30,2022-07-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-09-01,V,0.02,2021-09-01,2022-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-10-03,V,0.02,2021-10-01,2022-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-11-01,V,0.02,2021-11-01,2022-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-12-01,V,0.02,2021-12-01,2022-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-01-03,V,0.02,2021-12-31,2022-12-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-02-01,V,0.02,2022-01-31,2023-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-03-01,V,0.02,2022-02-28,2023-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-04-03,V,0.02,2022-03-31,2023-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-05-01,V,0.02,2022-04-28,2023-04-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-06-01,V,0.02,2022-05-31,2023-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-07-03,V,0.02,2022-06-30,2023-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-08-01,V,0.02,2022-07-29,2023-07-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-09-01,V,0.02,2022-08-31,2023-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-10-02,V,0.02,2022-09-29,2023-09-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-11-01,V,0.02,2022-10-31,2023-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-12-01,V,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,WFC,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,WFC,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,WFC,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,WFC,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,WFC,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,WFC,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,WFC,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,WFC,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-09-01,WFC,0.02,2020-09-01,2021-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-10-01,WFC,0.02,2020-10-01,2021-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-11-01,WFC,0.02,2020-10-30,2021-10-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-12-01,WFC,0.02,2020-12-01,2021-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-01-03,WFC,0.02,2021-01-04,2021-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-02-01,WFC,0.02,2021-02-02,2022-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-03-01,WFC,0.02,2021-03-02,2022-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-04-01,WFC,0.02,2021-04-05,2022-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-05-02,WFC,0.02,2021-05-03,2022-04-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-06-01,WFC,0.02,2021-06-02,2022-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-07-01,WFC,0.02,2021-07-01,2022-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-08-01,WFC,0.02,2021-07-30,2022-07-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-09-01,WFC,0.02,2021-09-01,2022-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-10-03,WFC,0.02,2021-10-01,2022-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-11-01,WFC,0.02,2021-11-01,2022-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-12-01,WFC,0.02,2021-12-01,2022-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-01-03,WFC,0.02,2021-12-31,2022-12-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-02-01,WFC,0.02,2022-01-31,2023-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-03-01,WFC,0.02,2022-02-28,2023-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-04-03,WFC,0.02,2022-03-31,2023-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-05-01,WFC,0.02,2022-04-28,2023-04-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-06-01,WFC,0.02,2022-05-31,2023-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-07-03,WFC,0.02,2022-06-30,2023-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-08-01,WFC,0.02,2022-07-29,2023-07-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-09-01,WFC,0.02,2022-08-31,2023-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-10-02,WFC,0.02,2022-09-29,2023-09-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-11-01,WFC,0.02,2022-10-31,2023-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-12-01,WFC,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,WMT,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,WMT,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,WMT,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,WMT,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,WMT,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,WMT,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,WMT,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,WMT,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-09-01,WMT,0.02,2020-09-01,2021-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-10-01,WMT,0.02,2020-10-01,2021-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-11-01,WMT,0.02,2020-10-30,2021-10-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-12-01,WMT,0.02,2020-12-01,2021-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-01-03,WMT,0.02,2021-01-04,2021-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-02-01,WMT,0.02,2021-02-02,2022-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-03-01,WMT,0.02,2021-03-02,2022-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-04-01,WMT,0.02,2021-04-05,2022-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-05-02,WMT,0.02,2021-05-03,2022-04-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-06-01,WMT,0.02,2021-06-02,2022-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-07-01,WMT,0.02,2021-07-01,2022-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-08-01,WMT,0.02,2021-07-30,2022-07-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-09-01,WMT,0.02,2021-09-01,2022-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-10-03,WMT,0.02,2021-10-01,2022-09-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-11-01,WMT,0.02,2021-11-01,2022-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2022-12-01,WMT,0.02,2021-12-01,2022-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-01-03,WMT,0.02,2021-12-31,2022-12-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-02-01,WMT,0.02,2022-01-31,2023-01-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-03-01,WMT,0.02,2022-02-28,2023-02-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-04-03,WMT,0.02,2022-03-31,2023-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-05-01,WMT,0.02,2022-04-28,2023-04-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-06-01,WMT,0.02,2022-05-31,2023-05-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-07-03,WMT,0.02,2022-06-30,2023-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-08-01,WMT,0.02,2022-07-29,2023-07-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-09-01,WMT,0.02,2022-08-31,2023-08-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-10-02,WMT,0.02,2022-09-29,2023-09-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-11-01,WMT,0.02,2022-10-31,2023-10-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2023-12-01,WMT,0.02,2022-11-30,2023-11-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-01-04,XOM,0.02,2020-01-03,2020-12-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-02-01,XOM,0.02,2020-01-31,2021-01-29,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-03-01,XOM,0.02,2020-02-28,2021-02-26,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-04-01,XOM,0.02,2020-04-01,2021-03-31,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-05-03,XOM,0.02,2020-05-01,2021-04-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-06-01,XOM,0.02,2020-06-01,2021-05-28,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-07-01,XOM,0.02,2020-07-01,2021-06-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
2021-08-02,XOM,0.02,2020-07-31,2021-07-30,True,closed-form equal weight,Equity,equity_equal_weight,Equity Equal Weight,Equity,Equal Weight
