date,ticker,signal_z,coverage_window,signal_observations,coverage_21d,signal_lookback
2021-11-12,XOM,-0.36185303076668096,1.0,21,1.0,21
2021-11-15,ABBV,-0.21456414729459664,0.8571428571428571,18,0.8571428571428571,21
2021-11-15,ABT,1.4329181098472343,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,ADBE,1.2449241281390546,0.9047619047619048,19,0.9047619047619048,21
2021-11-15,AEP,-1.2379089650315598,0.42857142857142855,9,0.42857142857142855,21
2021-11-15,AMD,0.06800239312055065,0.9047619047619048,19,0.9047619047619048,21
2021-11-15,AMGN,0.7473800940839208,0.7142857142857143,15,0.7142857142857143,21
2021-11-15,AMT,1.2566718800595162,0.38095238095238093,8,0.38095238095238093,21
2021-11-15,BA,0.0,0.0,0,0.0,21
2021-11-15,CAT,0.4377725801647288,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,CCI,-0.3453136357966522,0.42857142857142855,9,0.42857142857142855,21
2021-11-15,CMCSA,0.03241830114396069,0.9047619047619048,19,0.9047619047619048,21
2021-11-15,COP,0.9291498618321039,0.8571428571428571,18,0.8571428571428571,21
2021-11-15,CVX,0.08249643302815184,0.9523809523809523,20,0.9523809523809523,21
2021-11-15,D,0.3363984965749209,0.47619047619047616,10,0.47619047619047616,21
2021-11-15,DD,-0.8352836582603217,0.3333333333333333,7,0.3333333333333333,21
2021-11-15,DIS,0.24245111276522233,1.0,21,1.0,21
2021-11-15,DOW,-2.5,0.38095238095238093,8,0.38095238095238093,21
2021-11-15,DUK,-0.16810491781893544,0.47619047619047616,10,0.47619047619047616,21
2021-11-15,EA,1.9803346289742612,0.7142857142857143,15,0.7142857142857143,21
2021-11-15,GE,-0.020828515188302116,0.9523809523809523,20,0.9523809523809523,21
2021-11-15,GILD,-0.2141246902972578,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,GS,-0.8671944231045977,0.9047619047619048,19,0.9047619047619048,21
2021-11-15,INTC,0.2828866174558578,0.9523809523809523,20,0.9523809523809523,21
2021-11-15,KO,-0.6651282848167567,0.6666666666666666,14,0.6666666666666666,21
2021-11-15,MMM,-1.5795851089785171,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,MRK,0.13500279465145684,1.0,21,1.0,21
2021-11-15,MS,0.3097485481977291,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,NEE,0.8854496167546946,0.6190476190476191,13,0.6190476190476191,21
2021-11-15,NEM,0.8121615644087182,0.6190476190476191,13,0.6190476190476191,21
2021-11-15,NKE,0.3006607243104526,1.0,21,1.0,21
2021-11-15,NUE,-0.34605630364820567,0.6190476190476191,13,0.6190476190476191,21
2021-11-15,NVDA,-0.03182511238829061,1.0,21,1.0,21
2021-11-15,O,1.572380658226389,0.6190476190476191,13,0.6190476190476191,21
2021-11-15,OXY,0.9342363747124738,0.6190476190476191,13,0.6190476190476191,21
2021-11-15,PLD,0.6703472271524599,0.23809523809523808,5,0.23809523809523808,21
2021-11-15,PSA,0.4209649939007875,0.3333333333333333,7,0.3333333333333333,21
2021-11-15,QCOM,-0.1485349379186529,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,SBUX,-0.45279417169881725,1.0,21,1.0,21
2021-11-15,SHW,-2.5,0.23809523809523808,5,0.23809523809523808,21
2021-11-15,SLB,-0.0914777507322869,0.47619047619047616,10,0.47619047619047616,21
2021-11-15,SO,1.092269498692576,0.42857142857142855,9,0.42857142857142855,21
2021-11-15,T,-0.41499878299654525,0.9047619047619048,19,0.9047619047619048,21
2021-11-15,TMUS,-0.5263632805212664,0.6666666666666666,14,0.6666666666666666,21
2021-11-15,TTWO,1.3108985702945162,0.6666666666666666,14,0.6666666666666666,21
2021-11-15,UPS,0.16093366163511189,0.7619047619047619,16,0.7619047619047619,21
2021-11-15,USB,-1.0342518182343163,0.3333333333333333,7,0.3333333333333333,21
2021-11-15,V,-1.1019139233986353,1.0,21,1.0,21
2021-11-15,WFC,-0.49854381873309606,0.8095238095238095,17,0.8095238095238095,21
2021-11-15,WMT,-0.30382360055125696,0.9523809523809523,20,0.9523809523809523,21
2021-11-15,XOM,-0.3610032248379787,0.9523809523809523,20,0.9523809523809523,21
2021-11-16,ABBV,-0.2900140678130357,0.8571428571428571,18,0.8571428571428571,21
2021-11-16,ABT,1.3868136073931996,0.8095238095238095,17,0.8095238095238095,21
2021-11-16,ADBE,1.1441796435705454,0.9047619047619048,19,0.9047619047619048,21
2021-11-16,AEP,-1.125387563696788,0.42857142857142855,9,0.42857142857142855,21
2021-11-16,AMD,0.21566926174416434,0.8571428571428571,18,0.8571428571428571,21
2021-11-16,AMGN,0.5413600825340462,0.7142857142857143,15,0.7142857142857143,21
2021-11-16,AMT,1.008133729926959,0.42857142857142855,9,0.42857142857142855,21
2021-11-16,BA,0.0,0.0,0,0.0,21
2021-11-16,CAT,0.7806666115928553,0.8095238095238095,17,0.8095238095238095,21
2021-11-16,CCI,-0.2858053037651338,0.42857142857142855,9,0.42857142857142855,21
2021-11-16,CMCSA,-0.21169954988555129,0.9047619047619048,19,0.9047619047619048,21
2021-11-16,COP,0.8656802689862162,0.8571428571428571,18,0.8571428571428571,21
2021-11-16,CVX,0.02611710018868281,0.9523809523809523,20,0.9523809523809523,21
2021-11-16,D,-0.3865148544816676,0.47619047619047616,10,0.47619047619047616,21
2021-11-16,DD,-0.7466750005754667,0.3333333333333333,7,0.3333333333333333,21
2021-11-16,DIS,-0.14106955738125482,1.0,21,1.0,21
