fund_id,fund_name,method,rebalance_date,equity_capital_weight,crypto_capital_weight,equity_risk_contribution,crypto_risk_contribution,risk_contribution_sum,ex_ante_annualized_volatility,active_holdings,effective_holdings,top_5_weight,hhi,mean_filled_cells
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-07-01,0.9999999999999999,0.0,0.9999999999999999,0.0,1.0,0.11337844384355943,19,13.231113960579819,0.5148079951969107,0.07557942611478932,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-08-01,1.0,0.0,1.0,0.0,1.0,0.1153751610783054,20,12.928079996392308,0.5218593099780175,0.07735100651288193,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-09-01,1.0,0.0,1.0,0.0,1.0,0.11814866343613988,18,12.617998757485339,0.5258627438071348,0.07925187022282539,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-10-03,0.9999999999999998,0.0,1.0,0.0,1.0,0.1268380848885013,17,12.000644741726248,0.507319348565982,0.08332885620078391,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-11-01,0.9926516349188873,0.007348365081112683,0.992566341670258,0.007433658329742033,1.0,0.13610609908607346,18,11.300226034697685,0.5523789077087581,0.08849380507340913,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2022-12-01,0.9999999999999999,0.0,1.0,0.0,1.0,0.1375224638577195,16,10.791639510963925,0.5795472003496382,0.09266432584076176,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-01-03,0.9980002096588634,0.0019997903411363813,0.9979437277670197,0.0020562722329801634,0.9999999999999999,0.13799776750077328,16,10.714624752024841,0.5890284014410957,0.09333038003136981,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-02-01,0.9962694824662575,0.0037305175337424873,0.9961533880132846,0.0038466119867154184,1.0,0.13953082814915826,16,10.997559457616394,0.5728972112899857,0.09092926515686596,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-03-01,0.9999999999999999,0.0,0.9999999999999999,0.0,0.9999999999999999,0.13920391090476478,15,10.577985671264798,0.5684553875397861,0.09453595713563025,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-04-03,1.0,0.0,1.0000000000000002,0.0,1.0000000000000002,0.14075342221802253,16,10.402946554506848,0.5829946475727427,0.09612661131732644,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-05-01,1.0,0.0,1.0,0.0,1.0,0.14022332896485645,17,10.143279203647793,0.599034622366699,0.0985874469116825,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-06-01,1.0000000000000002,0.0,0.9999999999999998,0.0,0.9999999999999999,0.1315196624959422,16,9.655932332615896,0.6,0.10356327753273403,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-07-03,0.9697487652577619,0.030251234742237943,0.9683820345759923,0.03161796542400791,1.0000000000000002,0.12259304971097888,17,10.095158903708155,0.5999999999999999,0.0990573808236619,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-08-01,0.972966154945675,0.02703384505432504,0.971953619194767,0.02804638080523305,0.9999999999999999,0.12145559788626062,17,10.30238913893354,0.5941934309231056,0.09706486393732898,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-09-01,0.973786286896145,0.02621371310385495,0.9726964685624555,0.027303531437544413,0.9999999999999999,0.12005491545168961,18,10.836014998843424,0.5962708376333443,0.09228484826818109,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-10-02,0.9712771317486355,0.028722868251364525,0.970248951462796,0.029751048537204082,1.0,0.11324743054285402,18,11.144418242902448,0.5657674029350959,0.08973101854256686,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-11-01,0.9904374313734372,0.009562568626562764,0.9901687952963598,0.009831204703640207,1.0000000000000002,0.10262972240721357,24,11.991342454235456,0.5596796226986034,0.08339349858587272,0
combined_min_variance,Combined Minimum Variance,Minimum Variance,2023-12-01,0.9710420307820311,0.028957969217968862,0.9702937928618195,0.029706207138180462,1.0,0.09670144255047508,25,12.84857952684004,0.533397374887054,0.07782961516571152,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-01-04,0.8818883556334037,0.11811164436659631,0.8333334139717226,0.1666665860282774,0.9999999999999999,0.3213715490673388,60,53.92117180257995,0.15196043251810706,0.01854559102797824,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-02-01,0.8853112853631261,0.11468871463687401,0.8333331658999826,0.16666683410001737,1.0,0.3245160625153159,60,53.834636574933306,0.1514704533459235,0.018575401704590013,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-03-01,0.8884238334085229,0.11157616659147715,0.8333333267424772,0.1666666732575228,0.9999999999999999,0.32048837170356154,60,53.79046672582629,0.1500536415053114,0.01859065482917389,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-04-01,0.9079496382276387,0.09205036177236124,0.8333331305154388,0.16666686948456125,1.0,0.19313463322739774,60,51.031989808501386,0.16101469971555143,0.01959555180490749,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-05-03,0.9233856443885756,0.0766143556114242,0.8333330739785548,0.16666692602144514,1.0,0.15762121631427642,60,49.75929400019912,0.15792478940302013,0.020096748157158305,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-06-01,0.9436359547968883,0.056364045203111654,0.8333336470987066,0.16666635290129342,1.0,0.150932202581282,60,48.83917578369239,0.15889078036692011,0.0204753660141395,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-07-01,0.9509387024856534,0.04906129751434669,0.8333335086500635,0.1666664913499366,1.0,0.13088120280269933,60,48.85724688935114,0.1570856463257008,0.020467792674948262,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-08-02,0.9521103971246503,0.047889602875349685,0.8333334925273516,0.16666650747264866,1.0000000000000002,0.12935825178996269,60,48.67014117129323,0.1554008407746324,0.020546478311631096,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-09-01,0.9531124654997918,0.0468875345002082,0.833333473831725,0.166666526168275,0.9999999999999999,0.12786511773921913,60,48.287981841197876,0.1566151816113993,0.020709086647867102,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-10-01,0.9587937300566468,0.041206269943353316,0.8333335875898878,0.16666641241011215,1.0,0.11911698448872657,60,47.545652928004195,0.15866646642301252,0.02103241702273488,0
combined_risk_parity,Combined Risk Parity,Risk Parity,2021-11-01,0.9619290594339359,0.03807094056606392,0.8333333663185666,0.16666663368143345,1.0,0.11406957211257505,60,47.65414259793757,0.1534829361202047,0.02098453451228979,0
