fund_id,fund_name,method,target_months,median_crypto_capital_weight,minimum_crypto_capital_weight,maximum_crypto_capital_weight,crypto_capital_weight_std,median_crypto_risk_contribution,minimum_crypto_risk_contribution,maximum_crypto_risk_contribution,median_effective_holdings,median_top_5_weight,median_hhi,latest_crypto_capital_weight,latest_crypto_risk_contribution,latest_effective_holdings,latest_top_5_weight
combined_equal_weight,Combined Equal Weight,Equal Weight,36,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.814929138878541e-17,0.3844463864646526,0.23266116845400098,0.6912825622060366,60.000000000000014,0.08333333333333333,0.016666666666666663,0.16666666666666666,0.3493384648822415,60.000000000000014,0.08333333333333333
combined_max_sharpe,Combined Maximum Sharpe,Maximum Sharpe,36,0.013836924833668588,0.0,0.23320484044329678,0.06660875809709005,0.04115560061431581,0.0,0.46904883256008684,10.545520046105736,0.5999999999983385,0.09482731630084289,0.11113271269729941,0.1583746731720202,11.798241795062308,0.5243919819728229
combined_min_variance,Combined Minimum Variance,Minimum Variance,36,0.0,0.0,0.030251234742237943,0.009944858677346331,0.0,0.0,0.03161796542400791,11.995993597980853,0.5466491960170049,0.08336117739332832,0.028957969217968862,0.029706207138180462,12.84857952684004,0.533397374887054
combined_risk_parity,Combined Risk Parity,Risk Parity,36,0.0761528734253513,0.03671249028449142,0.11811164436659631,0.02298624810601044,0.16666658172950244,0.16666629226820043,0.16666692602144514,49.63181694492422,0.16222889305396276,0.02014845570327197,0.09082488880136125,0.1666666542602971,51.167085007109634,0.1719501515701935
