horizon_days,dates,mean_cross_section_size,mean_spearman_ic,median_spearman_ic,positive_ic_share,ic_hac_t_stat,mean_high_sentiment_return,mean_low_sentiment_return,mean_high_minus_low_return,spread_hac_t_stat
1,753,48.69455511288181,0.006043163821904114,0.0024489795918367346,0.5126162018592297,0.9241491636421045,0.0005318867541718005,0.0005354996464981902,-3.612892326389539e-06,-0.011900848242197738
5,749,48.68758344459279,-0.0021704793540198207,-0.007857142857142856,0.4753004005340454,-0.19846506100352332,0.0028763226453372877,0.0033480548628480634,-0.00047173221751077625,-0.36844775203261737
