annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,cagr,terminal_wealth,strategy,average_turnover,cumulative_turnover,transaction_cost_bps,tilt_strength,signal_lookback,gross_annualized_return,annualized_trading_cost_drag,cumulative_transaction_cost
0.10490326105406791,0.14533220621110846,0.721817027271204,-0.18499934952384012,0.09915305019305642,1.325617555108262,Base equity risk parity,0.03161712693102579,1.1065994425859025,5.0,0.0,0,0.1050884290882855,0.00018516803421758654,0.0005532997212929513
0.10085407965859249,0.14502523230924633,0.6954243620416002,-0.18043549564336103,0.09475164625613686,1.3098532924488036,Coverage-aware sentiment tilt,0.11513720695465811,4.029802243413034,5.0,0.3,21,0.1015283891973309,0.0006743095387384129,0.0020149011217065168
